"SchoolPeriod","Artist","Plays"
"Freshman-Sophomore Summer","Sada Baby",6
"Freshman-Sophomore Summer","StaySolidRocky, Lil Uzi Vert",6
"Freshman-Sophomore Summer","Swedish House Mafia",6
"Freshman-Sophomore Summer","Tears for Fears",6
"Freshman-Sophomore Summer","Tiesto, Dzeko",6
"Freshman-Sophomore Summer","Zacari",6
"Freshman-Sophomore Summer","slowthai",6
"Sophomore Year","Andy Grammer",6
"Sophomore Year","Atwood",6
"Sophomore Year","Busta Rhymes",6
"Sophomore Year","Cl4pers",6
"Sophomore Year","Cobra Starship",6
"Sophomore Year","Comethazine",6
"Sophomore Year","Desiigner",6
"Sophomore Year","Dion",6
"Sophomore Year","Diplo",6
"Sophomore Year","Future, Drake",6
"Sophomore Year","Gerry Rafferty",6
"Sophomore Year","Gnarls Barkley",6
"Sophomore Year","GoldLink",6
"Sophomore Year","Gorillaz",6
"Sophomore Year","Gunna, Chloe",6
"Sophomore Year","Harry James and His Orchestra",6
"Sophomore Year","John Legend",6
"Sophomore Year","K'naan",6
"Sophomore Year","Kasabian",6
"Sophomore Year","Kill Jasper, Amaru Cloud",6
"Sophomore Year","Living Colour",6
"Sophomore Year","MF DOOM, CZARFACE",6
"Sophomore Year","Marshmello, Juice WRLD",6
"Sophomore Year","Muse",6
"Sophomore Year","Nardo Wick",6
"Sophomore Year","Nirvana",6
"Sophomore Year","Pennywise",6
"Sophomore Year","Peter CottonTale",6
"Sophomore Year","Pharrell Williams, Nigo, A$AP Ferg",6
"Sophomore Year","Pop Smoke, Nigo",6
"Sophomore Year","SUGA, Juice WRLD, BTS",6
"Sophomore Year","Sean Kingston",6
"Sophomore Year","Shout Out Louds",6
"Sophomore Year","T-Pain, Chuckie",6
"Sophomore Year","The Fratellis",6
"Sophomore Year","The Notorious B.I.G.",6
"Sophomore Year","The Script",6
"Sophomore Year","The Who",6
"Sophomore Year","Thundercat",6
"Sophomore Year","Tyler, The Creator, Nigo, A$AP Rocky",6
"Sophomore Year","Ugly God",6
"Sophomore Year","Wale",6
"Sophomore Year","Wallpaper.",6
"Sophomore Year","Wham!",6
"Sophomore Year","Yebba, Drake",6
"Sophomore Year","iann dior",6
"Sophomore Year","meltycanon, Mick Jenkins, CANCEL CULTURE",6
"Sophomore Year","slowthai, Mount Kimbie, James Blake",6
"Sophomore-Junior Summer","2Pac",6
"Sophomore-Junior Summer","A Flock of Seagulls",6
"Sophomore-Junior Summer","A$AP Ferg",6
"Sophomore-Junior Summer","Boss Martians",6
"Sophomore-Junior Summer","Comethazine",6
"Sophomore-Junior Summer","EST Gee",6
"Sophomore-Junior Summer","Fleetwood Mac",6
"Sophomore-Junior Summer","Flo Rida",6
"Sophomore-Junior Summer","Flux Pavilion",6
"Sophomore-Junior Summer","Johan Granberg",6
"Sophomore-Junior Summer","Kirk Knight",6
"Sophomore-Junior Summer","LINKIN PARK",6
"Sophomore-Junior Summer","Lil Keed",6
"Sophomore-Junior Summer","Lil Yachty",6
"Sophomore-Junior Summer","Michael Jackson",6
"Sophomore-Junior Summer","Ms. Danniboo, DJ Rell",6
"Sophomore-Junior Summer","Nirvana",6
"Sophomore-Junior Summer","Of Monsters and Men",6
"Sophomore-Junior Summer","OutKast",6
"Sophomore-Junior Summer","Rick Ross, Kanye West",6
"Sophomore-Junior Summer","Shay Lia, KAYTRANADA",6
"Sophomore-Junior Summer","Slippery Salazar",6
"Sophomore-Junior Summer","brakence",6
"Sophomore-Junior Summer","redveil, Sam Truth",6
"Sophomore-Junior Summer","serpentwithfeet, Mick Jenkins",6
"10th Grade","Emilie-Claire Barlow",5
"10th Grade","Estelle",5
"10th Grade","Fun.",5
"10th Grade","GoldLink",5
"10th Grade","Kanye West, JAY-Z",5
"10th Grade","Kanye West, John Legend",5
"10th Grade","Lil Wayne, Kanye West",5
"10th Grade","Maxo Kream",5
"10th Grade","NAV, Metro Boomin",5
"10th Grade","Nova",5
"10th Grade","Quality Control, Offset, Lil Yachty",5
"10th Grade","River Tiber",5
"10th Grade","The Weeknd, Gesaffelstein",5
"10th Grade","Trippie Redd, Rocket Da Goon, Chris King",5
"10th Grade","Vi Seconds",5
"10th Grade","YRN Lingo, Quavo, Quality Control",5
"10th-11th Summer","Arctic Monkeys",5
"10th-11th Summer","Brock Berrigan",5
"10th-11th Summer","Joyner Lucas",5
"10th-11th Summer","Lil Baby, Drake",5
"10th-11th Summer","Mike WiLL Made-It",5
"10th-11th Summer","Sjava, REASON, Mozzy",5
"10th-11th Summer","Trippie Redd, Rocket Da Goon, Chris King",5
"10th-11th Summer","VIC MENSA",5
"10th-11th Summer","Wu-Tang Clan",5
"10th-11th Summer","YBN Nahmir",5
"11th Grade","A$AP Ferg",5
"11th Grade","AWOLNATION",5
"11th Grade","Big Daddy Kane",5
"11th Grade","Big Sean",5
"11th Grade","Black Eyed Peas",5
"11th Grade","Curtis Roach",5
"11th Grade","Diplo",5
"11th Grade","EARTHGANG",5
"11th Grade","Fun.",5
"11th Grade","Kanye West, Bon Iver",5
"11th Grade","Lynchparty",5
"11th Grade","Metro Boomin, J Balvin",5
"11th Grade","Nyck @ Knight",5
"11th Grade","Paul Rosenberg",5
"11th Grade","Quality Control, Migos",5
"11th Grade","Rihanna",5
"11th Grade","Snoh Aalegra",5
"11th Grade","Snoop Dogg",5
"11th Grade","Stevie Wonder",5
"11th Grade","THE CARTERS",5
"11th Grade","Toto",5
"11th Grade","Tyler, The Creator, A$AP Rocky",5
"11th Grade","YG",5
"11th-12th Summer","A$AP Mob",5
"11th-12th Summer","Danny Towers, DJ Scheme",5
"11th-12th Summer","Jack Stauber",5
"11th-12th Summer","Joyner Lucas",5
"11th-12th Summer","Juice WRLD, Future",5
"11th-12th Summer","Justin Bieber",5
"11th-12th Summer","KIDS SEE GHOSTS",5
"11th-12th Summer","Kota the Friend",5
"11th-12th Summer","Lil Tecca, Juice WRLD",5
"11th-12th Summer","MadeinTYO",5
"11th-12th Summer","Nas",5
"11th-12th Summer","Ramzoid",5
"11th-12th Summer","Snoop Dogg",5
"11th-12th Summer","TM88",5
"11th-12th Summer","Travis Scott, Ed Sheeran",5
"11th-12th Summer","Travis Scott, Quavo, HUNCHO JACK",5
"11th-12th Summer","Trv. Scout",5
"11th-12th Summer","Young Thug, Future",5
"11th-12th Summer","Zoya, Jack Harlow",5
"12th Grade","Ariana Grande",5
"12th Grade","Blue Swede",5
"12th Grade","Frank Sinatra",5
"12th Grade","JID, EARTHGANG, Dreamville",5
"12th Grade","Jabs",5
"12th Grade","Jason Derulo",5
"12th Grade","Lil Elt",5
"12th Grade","Lil Yachty",5
"12th Grade","Londynn B",5
"12th Grade","Lucenzo, Don Omar",5
"12th Grade","Metro Boomin, Big Sean",5
"12th Grade","Moslikely",5
"12th Grade","Mura Masa, Bonzai",5
"12th Grade","Offset, Metro Boomin",5
"12th Grade","Pharrell Williams",5
"12th Grade","Russ",5
"12th Grade","Slippery Salazar, Aries",5
"12th Grade","Smino, Jay2, Bari",5
"12th Grade","kerri",5
"12th-Freshman Summer","A$AP Ferg",5
"12th-Freshman Summer","A$AP Mob",5
"12th-Freshman Summer","Ariana Grande",5
"12th-Freshman Summer","BEAM",5
"12th-Freshman Summer","Cobra Starship",5
"12th-Freshman Summer","Corroded",5
"12th-Freshman Summer","Double 0 Zero",5
"12th-Freshman Summer","Five Finger Death Punch",5
"12th-Freshman Summer","Hotel St. George",5
"12th-Freshman Summer","J Boog",5
"12th-Freshman Summer","Jack Harlow, Felly",5
"12th-Freshman Summer","Janet Jackson",5
"12th-Freshman Summer","Jason Derulo",5
"12th-Freshman Summer","John Legend",5
"12th-Freshman Summer","Kap G",5
"12th-Freshman Summer","LINKIN PARK",5
"12th-Freshman Summer","NAV",5
"12th-Freshman Summer","NxWorries",5
"12th-Freshman Summer","OutKast",5
"12th-Freshman Summer","Pharrell Williams",5
"12th-Freshman Summer","Punch",5
"12th-Freshman Summer","Ryan Tedder, Far East Movement",5
"12th-Freshman Summer","Sada Baby",5
"12th-Freshman Summer","StaySolidRocky, Lil Uzi Vert",5
"12th-Freshman Summer","Stunna 4 Vegas, Polo G",5
"12th-Freshman Summer","Tory Lanez, Lil Tjay",5
"12th-Freshman Summer","Travis Scott, THE SCOTTS, Kid Cudi",5
"12th-Freshman Summer","Trippie Redd, Cydnee with a C, Chris King",5
"12th-Freshman Summer","Usher",5
"12th-Freshman Summer","Van Morrison",5
"12th-Freshman Summer","Young Thug, Lil Baby",5
"8th Grade","A Tribe Called Quest",5
"8th Grade","Ab-Soul",5
"8th Grade","Aguaturbia",5
"8th Grade","American Authors",5
"8th Grade","Branford Marsalis",5
"8th Grade","Desiigner",5
"8th Grade","Fences",5
"8th Grade","Fetty Wap",5
"8th Grade","Flux Pavilion",5
"8th Grade","Gym Class Heroes",5
"8th Grade","Hott Headzz",5
"8th Grade","Jason Derulo",5
"8th Grade","Lecrae",5
"8th Grade","O.T. Genasis",5
"8th Grade","Pressure",5
"8th Grade","T-Pain, Kanye West",5
"8th Grade","VIC MENSA",5
"8th Grade","Wiz Khalifa, Snoop Dogg",5
"8th Grade","iLoveMakonnen",5
"8th-9th Summer","Fetty Wap",5
"8th-9th Summer","JR JR",5
"8th-9th Summer","Jamie xx",5
"8th-9th Summer","Justin Bieber",5
"8th-9th Summer","Kent Jones",5
"8th-9th Summer","Kiiara",5
"8th-9th Summer","M.I.A.",5
"8th-9th Summer","Metro Boomin, 21 Savage",5
"8th-9th Summer","Tame Impala",5
"8th-9th Summer","Wiz Khalifa, Lil Wayne, Imagine Dragons",5
"9th Grade","Dame D.O.L.L.A.",5
"9th Grade","Fekky",5
"9th Grade","French Montana",5
"9th Grade","Jeff Rosenstock",5
"9th Grade","Lil Pump",5
"9th Grade","Nebu Kiniza",5
"9th Grade","Rihanna, Kanye West, JAY-Z",5
"9th Grade","Ryan Lewis, Macklemore, Hollis",5
"9th Grade","TWENTY88",5
"9th Grade","The OneUps",5
"9th Grade","wifisfuneral",5
"9th-10th Summer","DRAM",5
"9th-10th Summer","One Direction",5
"9th-10th Summer","OneRepublic",5
"9th-10th Summer","PnB Rock, Kodak Black, A Boogie wit da Hoodie",5
"9th-10th Summer","T-Pain, Kanye West",5
"Freshman Year","Ariana Grande",5
"Freshman Year","Avicii",5
"Freshman Year","Black Eyed Peas",5
"Freshman Year","Buddy",5
"Freshman Year","Calvin Harris",5
"Freshman Year","Chris Brown",5
"Freshman Year","Chuck Berry",5
"Freshman Year","Cobra Starship",5
"Freshman Year","DOM KENNEDY",5
"Freshman Year","Doe Boy",5
"Freshman Year","Fitz and The Tantrums",5
"Freshman Year","Freddie Gibbs",5
"Freshman Year","Fun.",5
"Freshman Year","Hermitude",5
"Freshman Year","Hit-Boy",5
"Freshman Year","Jan & Dean",5
"Freshman Year","Link Wray & The Wraymen",5
"Freshman Year","Lucenzo, Don Omar",5
"Freshman Year","Lupe Fiasco",5
"Freshman Year","Madvillain, Madlib, MF DOOM",5
"Freshman Year","Major Lazer",5
"Freshman Year","Meek Mill",5
"Freshman Year","NOFX",5
"Freshman Year","Nardo Wick",5
"Freshman Year","Panic! At the Disco",5
"Freshman Year","Pom Poko",5
"Freshman Year","Pooh Shiesty",5
"Freshman Year","Rick Ross",5
"Freshman Year","Rick Ross, Kanye West",5
"Freshman Year","Ryan Trey",5
"Freshman Year","SZA, Kendrick Lamar",5
"Freshman Year","Shoreline Mafia",5
"Freshman Year","Sigurd Barrett",5
"Freshman Year","Skepta, Pop Smoke, Kid Cudi",5
"Freshman Year","The Monkees",5
"Freshman Year","The Temptations",5
"Freshman Year","Usher",5
"Freshman Year","XXXTENTACION",5
"Freshman Year","reggie, monte booker, Kenny Beats",5
"Freshman-Sophomore Summer","645AR",5
"Freshman-Sophomore Summer","Ab-Soul",5
"Freshman-Sophomore Summer","Breathe Carolina",5
"Freshman-Sophomore Summer","DJ Snake",5
"Freshman-Sophomore Summer","DaBaby",5
"Freshman-Sophomore Summer","David Bowie",5
"Freshman-Sophomore Summer","Duran Duran",5
"Freshman-Sophomore Summer","Electric Light Orchestra",5
"Freshman-Sophomore Summer","Elton John",5
"Freshman-Sophomore Summer","Fall Out Boy",5
"Freshman-Sophomore Summer","Frankie Valli & The Four Seasons",5
"Freshman-Sophomore Summer","H.E.R.",5
"Freshman-Sophomore Summer","Internet Money, Gunna, Don Toliver",5
"Freshman-Sophomore Summer","Jalen Santoy",5
"Freshman-Sophomore Summer","Jason Derulo",5
"Freshman-Sophomore Summer","Jennifer Lopez",5
"Freshman-Sophomore Summer","KONGOS",5
"Freshman-Sophomore Summer","Kenny Beats, Denzel Curry",5
"Freshman-Sophomore Summer","Kevin Abstract",5
"Freshman-Sophomore Summer","Kid Ink",5
"Freshman-Sophomore Summer","Kill Jasper, Amaru Cloud",5
"Freshman-Sophomore Summer","Lil Tjay, 6LACK",5
"Freshman-Sophomore Summer","Majid Jordan",5
"Freshman-Sophomore Summer","Men At Work",5
"Freshman-Sophomore Summer","Mere Raj",5
"Freshman-Sophomore Summer","Mike WiLL Made-It",5
"Freshman-Sophomore Summer","Motley Crue",5
"Freshman-Sophomore Summer","Ms. Danniboo, DJ Rell",5
"Freshman-Sophomore Summer","Offset",5
"Freshman-Sophomore Summer","Pharrell Williams",5
"Freshman-Sophomore Summer","Pitbull, Ne-Yo",5
"Freshman-Sophomore Summer","Quality Control, Lil Baby, DaBaby",5
"Freshman-Sophomore Summer","Queen",5
"Freshman-Sophomore Summer","Quiet Riot",5
"Freshman-Sophomore Summer","Redbone",5
"Freshman-Sophomore Summer","Rihanna",5
"Freshman-Sophomore Summer","Roddy Ricch, Marshmello",5
"Freshman-Sophomore Summer","Santana, Felly",5
"Freshman-Sophomore Summer","ShooterGang Kony",5
"Freshman-Sophomore Summer","Slippery Salazar",5
"Freshman-Sophomore Summer","Statik Selektah, Kota the Friend",5
"Freshman-Sophomore Summer","The Fray",5
"Freshman-Sophomore Summer","The Kid LAROI, Marshmello, Juice WRLD",5
"Freshman-Sophomore Summer","The Outfield",5
"Freshman-Sophomore Summer","The Waitresses",5
"Freshman-Sophomore Summer","The Watts 103rd Street Rhythm Band, Charles Wright",5
"Freshman-Sophomore Summer","Tiesto",5
"Freshman-Sophomore Summer","Trevor Daniel",5
"Freshman-Sophomore Summer","Tujamo, Steve Aoki, Chris Lake",5
"Freshman-Sophomore Summer","V.I.C.",5
"Freshman-Sophomore Summer","Yeah Yeah Yeahs",5
"Freshman-Sophomore Summer","a-ha",5
"Sophomore Year","3 Doors Down",5
"Sophomore Year","Alicia Keys",5
"Sophomore Year","Asher Roth",5
"Sophomore Year","B.o.B",5
"Sophomore Year","Bakar",5
"Sophomore Year","Billy Idol",5
"Sophomore Year","Blondie",5
"Sophomore Year","Bobby Shmurda",5
"Sophomore Year","Brenda Lee",5
"Sophomore Year","Cher Lloyd",5
"Sophomore Year","Chief Keef",5
"Sophomore Year","Daniel Caesar, Brandy",5
"Sophomore Year","Dean Martin",5
"Sophomore Year","Denzel Curry, 454",5
"Sophomore Year","Doja Cat",5
"Sophomore Year","Fitz and The Tantrums",5
"Sophomore Year","Glen Campbell",5
"Sophomore Year","Grover Washington, Jr., Bill Withers",5
"Sophomore Year","Hermitude",5
"Sophomore Year","Hot Chelle Rae",5
"Sophomore Year","Hudson Mohawke",5
"Sophomore Year","Jennifer Lopez",5
"Sophomore Year","Joey Trap",5
"Sophomore Year","Juicy J",5
"Sophomore Year","Kanye West, JAY-Z",5
"Sophomore Year","Kevin Gates",5
"Sophomore Year","Kozad",5
"Sophomore Year","LINKIN PARK",5
"Sophomore Year","Landon Cube",5
"Sophomore Year","Led Zeppelin",5
"Sophomore Year","Lil Baby, 42 Dugg",5
"Sophomore Year","Lil Baby, Drake",5
"Sophomore Year","Lil West",5
"Sophomore Year","Lily Allen",5
"Sophomore Year","Macklemore",5
"Sophomore Year","MadeinTYO",5
"Sophomore Year","Men At Work",5
"Sophomore Year","Metro Boomin, Big Sean",5
"Sophomore Year","Ms. Danniboo, DJ Rell",5
"Sophomore Year","Nate Ruess",5
"Sophomore Year","Nigo, A$AP Rocky",5
"Sophomore Year","Nigo, Kid Cudi",5
"Sophomore Year","Nigo, Lil Uzi Vert",5
"Sophomore Year","Nyck Caution, Kirk Knight",5
"Sophomore Year","Offset, Metro Boomin",5
"Sophomore Year","Pete Rock, C.L. Smooth",5
"Sophomore Year","Pharrell Williams, Nigo, Gunna",5
"Sophomore Year","Ponderosa Twins Plus One",5
"Sophomore Year","Pusha T, Nigo, Clipse",5
"Sophomore Year","Quavo, Quality Control, Lil Yachty",5
"Sophomore Year","Russ",5
"Sophomore Year","Seddy Hendrinx",5
"Sophomore Year","Smino, Jay2, Bari",5
"Sophomore Year","Taio Cruz",5
"Sophomore Year","Teriyaki Boyz, Nigo",5
"Sophomore Year","The All-American Rejects",5
"Sophomore Year","The Chords",5
"Sophomore Year","The Kinks",5
"Sophomore Year","The Temptations",5
"Sophomore Year","The Vaccines",5
"Sophomore Year","The Weeknd, Swedish House Mafia",5
"Sophomore Year","Tiesto, Dzeko",5
"Sophomore Year","Train",5
"Sophomore Year","Trenchtown",5
"Sophomore Year","Tujamo, Steve Aoki, Chris Lake",5
"Sophomore Year","Tyler, The Creator, Nigo",5
"Sophomore Year","Waka Flocka Flame",5
"Sophomore Year","Watson, Jonah Zed",5
"Sophomore Year","Weezer",5
"Sophomore Year","Wiz Khalifa",5
"Sophomore Year","YBN Nahmir",5
"Sophomore Year","Yo Gotti, Travis Scott, Quavo, Kanye West, Gucci Mane, Desiigner, Big Sean, 2 Chainz",5
"Sophomore Year","You Me At Six",5
"Sophomore Year","slowthai, A$AP Rocky",5
"Sophomore Year","slowthai, Denzel Curry",5
"Sophomore Year","slowthai, Skepta",5
"Sophomore-Junior Summer","2 Chainz",5
"Sophomore-Junior Summer","B.o.B",5
"Sophomore-Junior Summer","Beastie Boys",5
"Sophomore-Junior Summer","Big Sean",5
"Sophomore-Junior Summer","Billy Idol",5
"Sophomore-Junior Summer","Cosmo Pyke",5
"Sophomore-Junior Summer","D Smoke",5
"Sophomore-Junior Summer","Foals",5
"Sophomore-Junior Summer","Gucci Mane",5
"Sophomore-Junior Summer","Jack Harlow, Babyface Ray",5
"Sophomore-Junior Summer","Jonah Zed, Gray Hawken",5
"Sophomore-Junior Summer","KESHORE, Jonah Zed",5
"Sophomore-Junior Summer","KIDS SEE GHOSTS",5
"Sophomore-Junior Summer","Kate Bush",5
"Sophomore-Junior Summer","KiddNeutron",5
"Sophomore-Junior Summer","Lil Mosey",5
"Sophomore-Junior Summer","Lynyrd Skynyrd",5
"Sophomore-Junior Summer","Maddie Rogers, Jonah Zed",5
"Sophomore-Junior Summer","Mick Jenkins, Isaac Zale, Blu",5
"Sophomore-Junior Summer","No Fun Haus",5
"Sophomore-Junior Summer","Odd Future",5
"Sophomore-Junior Summer","Phoenix",5
"Sophomore-Junior Summer","Pink Floyd",5
"Sophomore-Junior Summer","Rae Sremmurd",5
"Sophomore-Junior Summer","SZA, Kendrick Lamar",5
"Sophomore-Junior Summer","Seafood Sam",5
"Sophomore-Junior Summer","Snoop Dogg",5
"Sophomore-Junior Summer","The Cool Kids",5
"Sophomore-Junior Summer","The Killers",5
"Sophomore-Junior Summer","The Neighbourhood",5
"Sophomore-Junior Summer","The Night Marchers",5
"Sophomore-Junior Summer","The Soulsonic Force, Afrika Bambaataa",5
"Sophomore-Junior Summer","The Weeknd, Gesaffelstein",5
"Sophomore-Junior Summer","Tyler, The Creator, Nigo, A$AP Rocky",5
"Sophomore-Junior Summer","Vince Staples, Lil Baby",5
"Sophomore-Junior Summer","Watson, Sona, Jonah Zed",5
"Sophomore-Junior Summer","whiterosemoxie, PmBata",5
"10th Grade","Electric Light Orchestra",4
"10th Grade","Lil Pump",4
"10th Grade","Maroon 5",4
"10th Grade","Metro Boomin, 21 Savage",4
"10th Grade","N.E.R.D, MIA, Kendrick Lamar",4
"10th Grade","Nico & Vinz",4
"10th Grade","Oh Wonder",4
"10th Grade","Quality Control, Offset",4
"10th Grade","Quality Control, Offset, Lil Baby",4
"10th Grade","Rex Orange County",4
"10th Grade","Swedish House Mafia",4
"10th Grade","Trippie Redd, Rich Brian, Joji, Baauer, ???",4
"10th Grade","Twista, Kanye West, Jamie Foxx",4
"10th Grade","Young Thug, Quality Control, Lil Yachty",4
"10th Grade","YoungBoy Never Broke Again",4
"10th-11th Summer","A$AP Ferg",4
"10th-11th Summer","CHVRCHES",4
"10th-11th Summer","Calvin Harris",4
"10th-11th Summer","DJ Screw",4
"10th-11th Summer","Gucci Mane",4
"10th-11th Summer","Jessie Reyez, Eminem",4
"10th-11th Summer","Landon Cube",4
"10th-11th Summer","No Jumper",4
"10th-11th Summer","Ski Mask the Slump God",4
"10th-11th Summer","Slippery Salazar",4
"11th Grade","Alberta Cross",4
"11th Grade","Caleb Peters",4
"11th Grade","Common",4
"11th Grade","Craig Xen",4
"11th Grade","D12",4
"11th Grade","Dreamville",4
"11th Grade","Gerry Rafferty",4
"11th Grade","Gianni",4
"11th Grade","Hermitude",4
"11th Grade","J. Cole, Bas",4
"11th Grade","Jessie Reyez, Eminem",4
"11th Grade","Joey Bada$$, A$AP Rocky",4
"11th Grade","Johnny Rain",4
"11th Grade","Kanye West, JAY-Z",4
"11th Grade","Kid Trunks, Flyboy Tarantino, Craig Xen, Bass Santana",4
"11th Grade","KidWay, Flyboy Tarantino, Craig Xen",4
"11th Grade","Lecrae",4
"11th Grade","Link Wray",4
"11th Grade","Lupe Fiasco",4
"11th Grade","M.C. Breed, DFC",4
"11th Grade","Michael Jackson",4
"11th Grade","NOFX",4
"11th Grade","Nada Surf",4
"11th Grade","Quality Control, Offset, Cardi B",4
"11th Grade","Roc Marciano",4
"11th Grade","Sia",4
"11th Grade","Skrillex",4
"11th Grade","Spillage Village",4
"11th Grade","The Police",4
"11th Grade","Travis Scott, The Weeknd, SZA",4
"11th Grade","Trippie Redd, Khalil, Cydnee with a C",4
"11th Grade","Ursa the Chef, Mick Jenkins",4
"11th Grade","Young Thug, Young Stoner Life",4
"11th Grade","iLoveMakonnen, Lil Peep",4
"11th Grade","iann dior",4
"11th-12th Summer","Bruno Mars",4
"11th-12th Summer","Bryson Tiller",4
